news,company,sentiment
"roughly 400 million shares of Coca-Cola currently it owns for $1.3 billion. That year, Berkshire got $75 million in cash dividends from CocaCola. ",Coca-Cola,positive
Fast forward to 2022: Berkshire received $704 million in dividends from the beverage maker. The value of its stake had swelled to $25 billion. ,Berkshire,positive
"'Growth occurred every year, just as certain as birthdays,' Mr. Buffett said in his annual letter to shareholders, released earlier this year. 'All Charlie [Munger] and I were required to do was cash Coke's quarterly dividend checks,' he said. ",Coca-Cola,positive
"Mr. Buffett added in the letter that he and Mr. Munger, who are Berkshire's chairman and vice chairman, respectively, expect the company to continue to pay out bigger dividends. ",Berkshire,positive
The men have good reason to believe that will be the case: Coca-Cola said in February that it had approved its 61st consecutive annual dividend increase. ,Coca-Cola,positive
Berkshire was similarly rewarded for investing in American Express. ,Berkshire,positive
"billion and received $41 million in dividends that year. Last year, Berkshire's stake in the company was valued at $22 billion. It received $302 million in dividends from American Express. ",Berkshire,positive
Berkshire didn't choose to reinvest the dividends it received from Coca-Cola and American Express back into those stocks-one common way that many investors end up raising their returns over time. Its stake in both companies has increased over the years from buybacks. ,Berkshire,positive
"Although Mr. Buffett hasn't publicly commented on why he hasn't bought more Coca-Cola and American Express stocks since the 1990s, his followers have theorized that it is because of his aversion to overpaying for investments. ",Coca-Cola,negative
"For the investor, a too-high purchase price for the stock of an excellent company can undo the effects of a subsequent decade of favorable business developments,' Mr. Buffett wrote to Berkshire's shareholders in 1983. ",Berkshire,neutral
"Coca-Cola's stock on Tuesday finished at $64.01, not far off its record of $64.30 hit in 2022 but well above the $10 to $12 range it traded at in 1994. 'He did get a great deal on ",Coca-Cola,positive
"eral Motors, Ford and Chrysler owner Stellantis beat expectations across the board, but investors weren't impressed. They are more focused on Tesla's price war in electric vehicles and the Federal Reserve's interest-rate increases, which are pushing up consumers' monthly vehicle payments. ",Ford,positive
"Ford reported quarterly adjusted operating profit of $3.4 billion after the market closed Tuesday, versus consensus forecasts of about $2.5 billion. Yet the shares slipped in trading on Wednesday. That echoed what happened a week before when GM not only beat Wall Street's expectations but raised its guidance, only to see its stock fall 4%. ",Ford,positive
"last forever, but the unwind is shaping up to be a slow one, and the manufacturers are doing what they can to prolong it. GM cut pickup truck production in February to keep inventories in check. Stellantis's inventories, at 1.3 million vehicles including dealers' stock at the end of March, are ahead of peers. That is a warning flag: If brands such as RAM and Jeep start to discount, it will be hard for Chevrolet and Ford to hold firm. But Stellantis might have built inventories as part of preparations for a potential strike by the United Auto Workers union this fall. ",General Motors,negative
"four-year deal with GM that set the pattern for the unionized industry, but only after a strike that cost the company $3.6 billion and about six weeks of production. And that was when inflation was subdued. Stellantis's idling of a Jeep factory in Belvidere, Ill., even as it reports very strong U.S. profit could put it in the crosshairs this time. Whomever the UAW picks to negotiate with, a strike could be yet another industry disruption that keeps vehicle prices higher for longer. ",General Motors,negative
"As for Tesla's price cuts, they are undoubtedly hitting the core of the EV market: This week Ford cut prices again for its Mustang Mach-E, which competes with the Model Y. 'We could see the overcapacity in the two-row electric utility segment years ago,' Ford Chief Executive Jim Farley told analysts Tuesday. ",Tesla,positive
"But he gave evidence that the battle isn't yet spreading to less-established categories of EVs: Ford increased prices for its F-150 Lightning by $11,000 since its launch. For now, the biggest rival Ford faces in electric pickups is Rivian, whose stock is down about 84% since its initial public offering due to persistent growing pains. Another would-be rival, Lordstown Motors, warned Monday that its key backer, the Taiwanese contract manufacturer Foxconn, was claiming a breach of contract to withhold promised funds. ",Ford,positive
"There is no room for complacency at Ford as GM gears up to launch its electric Silverado and Tesla its Cybertruck, both due in limited volumes later this year. Still, the struggles faced by EV startups highlight the value of Detroit's traditional business in subsidizing the new technology. ",Ford,neutral
"might be a lower near-term risk to Detroit earnings than the Fed's battle with inflation. So far, rising rates are only hitting profit in manufacturers' vehicle-finance divisions, but they are preparing for a broader impact, GM in particular with voluntary buyouts and, last weekend, layoffs. Keeping costs in check is about all they can do. ",General Motors,negative
